ProjectNumber,ProjectName,Address,Apt,City,ClientName,ClientContact,ClientToBill,Architect,ArchitectContact,ProjectManager,FieldInspector,RoofingInspector,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComments,MaintenanceManualsFee,EnvelopInspectionsFee,EnvelopInspectionsComments,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComments,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComment,MaintenanceManualsFee,EnvelopeInspectionsFee,EnvelopeInspectionsComment,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComment,FollowUpInspectionFee,5YearInspectionFee,Year1-3-4InsFee,Year2-5InsFee,PerInspectionFee,MiscellaneousFee,MiscellaneousComment,Completed,CompletedDate,RCABC
20010,Innova 30,7580-7600 No 1 Road,,Richmond BC,Enrich Development,Brian Tsang,Enrich Development,Interface Architecture Inc., ,,Grant DeBoer,Todd McDonald,3600,0,,1500,12000,,0,900,3600,8900,,3600,0,,1500,12000,,0,900,3600,8900,,0,0,2200,2200,300,0,,FALSE,0,FALSE
20011,Band - 675 North Road,675 North Road,,Coquitlam BC,Townline Group of Companies,Louis Landolt,Townline Group of Companies,Boniface Oleksiuk Politano Archtects,Adrian Politano,,Mike Mountain,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20012,North Avenue  - Phase 1,22348 North Avenue,,Maple Ridge BC,Falcon Homes & Design,Dwayne Friesen,Falcon Homes & Design,Station One Architects,Alvin Bartel,,Grant DeBoer,Brent Rowland,4800,0,Liqi Zhu,1500,13200,,0,1800,5400,8900,,4800,0,Liqi Zhu,1500,13200,,0,1800,5400,8900,,0,0,2400,2400,300,0,"Trade off: $2,400",FALSE,0,FALSE
20015,Habitat,2520 Guelph Street,,Vancouver BC,CHP (Habitat) Limited Partnership,Jeremy Waldman,CHP (Habitat) Limited Partnership,Formosis Architecture,Adam Gruchala,,Dane Peterson,Todd McDonald,4500,0,,0,12000,,0,1800,3000,8900,,4500,0,,0,12000,,0,1800,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20016,Delta Street Heritage Infill (ON HOLD),4868-4872 Delta Street,,Delta BC,1235 Marine Limited Partnership,Pavinder ?,HSL Properties Inc.,Buro47 Architecture Inc.,Jeremy Stam,,Don Hauser,Brent Rowland,4800,0,,1500,5400,,0,900,2400,8900,,4800,0,,1500,5400,,0,900,2400,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
20017,Linx,2268 East Broadway,,Vancouver BC,1159613 BC Ltd c/o LCW Ventures Grandland Limited Partnership,Amanda Cain,1159613 BC Ltd c/o LCW Ventures Grandland Limited Partnership,Omicron,Kevin Hanvey,,Dane Peterson,Todd McDonald,0,0,,0,12000,,0,1800,3000,8900,,0,0,,0,12000,,0,1800,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20019,Gloucester Lot C - 4 & 5,5955 274th Street,,Langley QC,Beedie Construction Ltd.,Thomas Kearnes,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Caleb Kramer,,Don Hauser,Brent Rowland,1800,0,,0,2400,,0,0,1800,8900,,1800,0,,0,2400,,0,0,1800,8900,,0,0,0,0,300,0,"Trade off: $1,350",FALSE,0,FALSE
20020,246 E Georgia Street,246 E Georgia Street,,Vancouver BC,246 East Georgia Street Holdings Ltd.,Tom Gregg,246 East Georgia Street Holdings Ltd.,Metric Architecture,Scott C. Mitchell,,Dane Peterson,Todd McDonald,3400,0,,0,1800,,0,0,900,8900,,3400,0,,0,1800,,0,0,900,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20021,8330 92nd Street,8330 92nd Street,,Delta BC,CTA Design Group,Richard Casson,CTA Design Group,,,,Don Hauser,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20023,WESTWOOD at Tynehead Park,9652 162A Street,,Surrey BC,1078958 BC Ltd.,Rav Munday,1078958 BC Ltd.,Flat Architecture,Rajinder Warraich,,Scott Stebbings,Brent Rowland,3000,0,,1500,16500,,0,1800,6000,8900,,3000,0,,1500,16500,,0,1800,6000,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
20024,Pocket Mini Storage,1305 East 7th Avenue,,Vancouver BC,Prism Construction Ltd.,Alex Manzi,Prism Construction Ltd.,Larry Podhora Architecture Inc.,Larry Podhora,,Dane Peterson,Todd McDonald,3200,0,,0,4800,,0,900,1800,8900,,3200,0,,0,4800,,0,900,1800,8900,,0,0,0,0,300,0,"Trade off: $2,200",FALSE,0,FALSE
20025,White Horse Mixed-Use,150 Black Street,,Whitehorse BC,,,HR Hatch Architect Ltd.,HR Hatch Architect Ltd.,Harvey Hatch,,Aaron MacLellan,,3800,0,,1500,20480,,0,900,0,8900,,3800,0,,1500,20480,,0,900,0,8900,,0,0,0,0,1280,0,"Trade off: $2,400",FALSE,0,FALSE
20027,Otto,808-812 Gauthier Avenue,,Coquitlam BC,Dolomiti Homes Inc.,Milena Lancerin,Dolomiti Homes Inc.,Ciccozzi Architecture Inc.,,,Grant DeBoer,Todd McDonald,3800,0,,0,15000,,0,1800,3600,8900,,3800,0,,0,15000,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20028,Legacy Holdings,3853 191 Street,,Surrey BC,Orion Construction,Liam Gibson,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Darren Cruickshanks,,Don Hauser,Brent Rowland,2400,0,,0,3000,,0,0,1800,8900,,2400,0,,0,3000,,0,0,1800,8900,,0,0,0,0,300,0,"Trade Off $1,800",FALSE,0,FALSE
20030,Willowbrook Montessori Daycare,8157 198A Street,,Langley BC,Khotso Investment Ltd.,Leo Shaio,Khotso Investment Ltd.,The Andrews Architects Inc.,Greg Andrews,,Scott Stebbings,Brent Rowland,4200,0,Liqi Zhu,1500,5400,,0,900,2400,8900,,4200,0,Liqi Zhu,1500,5400,,0,900,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20031,Sammy's Designer Flooring,8162 Ontario Street,,Vancouver BC,Shemesh Developments Ltd.,Josef Shemesh,Shemesh Developments Ltd.,Architecture Building Centre,Mark Ritchie,,,Todd McDonald,600,0,,0,0,,0,0,0,8900,,600,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,"Trade off: $1,800",FALSE,0,FALSE
20032,KFN - Kwikwetlam,16 Colonty Farm Road,,Coquitlam BC,Western Canadian Properties Group Ltd.,Doug Mackie,Western Canadian Properties Group Ltd.,Lovick Scott Architects Ltd.,Andrea Scott,,Grant DeBoer,Brent Rowland,3600,0,,0,6000,,0,1800,1800,8900,,3600,0,,0,6000,,0,1800,1800,8900,,0,0,21000,21000,300,0,,FALSE,0,TRUE
20033,"Sophia, The",304 East 1st Avenue,,Vancouver BC,Cape Construction (2001) Ltd.,Danielle Dhaliwal,Cape Construction (2001) Ltd.,MCMP –,Celso Stifelmann,,Dane Peterson,,5500,0,,0,13500,,0,1800,3000,8900,,5500,0,,0,13500,,0,1800,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20034,"Gordon, The",7021-7033 204th Street,,Langley BC,Quarry Rock Developments,Duncan Wade,Quarry Rock Developments,BHA Architecture Inc.,,,Scott Stebbings,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20035,"Willoughby, The",20335 70A Avenue,,Langley BC,QRD Holdings (Willoughby) Inc.,Ingrid Libera,QRD Holdings (Willoughby) Inc.,WA Architects Ltd.,Sydney Fisher,,Scott Stebbings,Brent Rowland,0,0,,1500,0,,0,0,0,8900,,0,0,,1500,0,,0,0,0,8900,,0,0,2400,2400,300,0,,FALSE,0,FALSE
20036,90 Alexander Street,90 Alexander Street,,Vancouver BC,Park Ridge Homes,James Stone,,Metric Architecture,Scott C. Mitchell,,,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20038,"Raphael, The",338 East 2nd Avenue,,Vancouver BC,Cape Group Management Ltd.,Howard Hsu,Cape Group Management Ltd.,Human Studio Architecture,Pete Atkinson,,Dane Peterson,Todd McDonald,4200,0,,0,10800,,0,1800,3000,8900,,4200,0,,0,10800,,0,1800,3000,8900,,0,0,0,0,300,0,"Trade off: $2,250",FALSE,0,FALSE
20040,ASSEMBLY,1120 East Georgia Street,,Vancouver BC,CH (East Georgia) Limited Partnership c/o JTA Development Consultants,Andrew Hawryluk,CH (East Georgia) Limited Partnership c/o JTA Development Consultants,Ekistics Architecture Inc.,Piyush Sanghadia,,Dane Peterson,Todd McDonald,5000,0,,0,13500,,0,1800,4500,8900,,5000,0,,0,13500,,0,1800,4500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20041,8137 Townhouses,8137 164th Street,,Surrey BC,Panorama Fleetwood Development Ltd.,Aneil Atwal,Panorama Fleetwood Development Ltd.,Douglas R. Johnson Architect Ltd.,Douglas Johnson,,Scott Stebbings,Brent Rowland,2800,0,,0,5400,,0,900,1500,8900,,2800,0,,0,5400,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20043,1394 Cambridge Road,1394 Cambridge Road,,West Vancouver BC,Peter Fung,,Annie Westcott,Design Architecture Everyday Inc.,Antoine Morris,,Mike Mountain,Todd McDonald,3200,0,,0,4500,,0,900,900,8900,,3200,0,,0,4500,,0,900,900,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20044,Lot B,5838 274th Street,,Langley BC,Beedie Construction Ltd.,Nolan Cayer,Beedie Construction Ltd.,Krahn Group of Companies,Craig Mitchell,,Don Hauser,Brent Rowland,1800,0,,0,2400,,0,2400,1800,8900,,1800,0,,0,2400,,0,2400,1800,8900,,0,0,0,0,300,0,"Trade off: $1,350",FALSE,0,FALSE
20045,Mission O Development,33230 2nd Avenue,,Mission BC,Apex Developments Inc.,Dwayne Zakordonski,Apex Developments Inc.,JKA Architect Inc.,Jordan Kutev,,Scott Stebbings,Brent Rowland,4000,0,,0,20250,,0,2400,4500,8900,,4000,0,,0,20250,,0,2400,4500,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
20046,South Ridge School - Phase 2,2656 160 Street,,Surrey BC,South Surrey Independent School Society,S Bremner,South Surrey Independent School Society,StudioHuB Architects Ltd,Sarah Bjornson,,Don Hauser,Brent Rowland,3200,0,,0,3600,,0,900,2400,8900,,3200,0,,0,3600,,0,900,2400,8900,,0,0,0,0,300,0,"Trade off: $2,200",FALSE,0,FALSE
20047,"Grove Condo, The",16633 24th Avenue / 81A Ave.,13623,Surrey BC,1011 Ventures Inc.,Brent Saunders,1011 Ventures Inc.,Barnett Dembek Architects Inc. (BDA),Maciej Dembek,,Don Hauser,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20048,Riverwalk,5000 Glenlyon Place,,Burnaby BC,Beedie Construction Ltd.,Billy Leung,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Patrick Murphy,,Grant DeBoer,Todd McDonald,2100,0,,0,3000,,0,0,2100,8900,,2100,0,,0,3000,,0,0,2100,8900,,0,0,0,0,300,0,"Trade off: $1,350, Paint & Caulk: $3,000",FALSE,0,FALSE
20050,1956-1990 Stainsbury Avenue,1956-1990 Stainsbury Avenue,,Vancouver BC,Trillium Project Ltd.,Darin Barber,Trillium Project Ltd.,Carscadden Stokes McDonald Architects Inc.,Ian Ross McDonald,,Dane Peterson,Todd McDonald,4800,0,,1500,16500,,0,1800,4800,8900,,4800,0,,1500,16500,,0,1800,4800,8900,,0,0,2800,2800,300,0,,FALSE,0,FALSE
20051,Terrayne,3550 Mcvicar Court,,Coquitlam BC,Townline Group of Companies,Shauna Moore,McVicar Court LP,RLA Architects Inc.,Dixon Mak,,Grant DeBoer,Brent Rowland,4800,0,,0,36000,,0,5400,12000,8900,,4800,0,,0,36000,,0,5400,12000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20052,Rail District Townhomes - Lot 1,2724-2774 Montrose Ave,2714,Abbotsford BC,Infinity Properties,Andre Methot,Infinity Properties,Focus Architecture Inc.,Colin A. Hogan,,Scott Stebbings,Brent Rowland,3800,1500,,0,7200,,0,900,1800,8900,,3800,1500,,0,7200,,0,900,1800,8900,,0,0,0,0,300,0,"Disbursements (Courier, Etc.) $200.00",FALSE,0,FALSE
20053,Aaron Webster Cooperative Housing Project,1885 East Pender Street,,Vancouver BC,TL Housing Solutions Ltd.,Hugh Taylor,TL Housing Solutions Ltd.,RLA Architects Inc.,Greg Voute,,Dane Peterson,Todd McDonald,3500,0,,0,12000,,0,1800,2400,8900,,3500,0,,0,12000,,0,1800,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20054,Redbridge South Site - Buildings 1-4,1500 Scott Road,,Squamish BC,Kingswood Crescent Developments Ltd.,Lorne Segal,Kingswood Crescent Developments Ltd.,Cornerstone Architecture,Andrew Bobyn,,Mike Mountain,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
20055,Progress Way Spec Warehouse,7862 Progress Way,,Delta BC,Dforce Design (CRP: Chip Barrett Architect),Daniel Dunwoodie,Leslie Properties Ltd.,Dforce Design (CRP: Chip Barrett Architect),Darren Cruickshanks,,Don Hauser,Brent Rowland,2400,0,,0,2400,,0,0,900,8900,,2400,0,,0,2400,,0,0,900,8900,,0,0,0,0,300,0,"Trade Off $1,600
Trade Off $1,600",FALSE,0,FALSE
20056,Edgewater Seniors Living,4979 Wills Road,,Nanaimo BC,Avenir Senior Living,Anthony Kirschstein-Smith,Avenir Senior Living,Finlayson Bonet Architecture Ltd.,Kyle Shick,,Don Hauser,Dwayne Arnold,5600,0,,1500,27500,,0,3600,5500,8900,,5600,0,,1500,27500,,0,3600,5500,8900,,0,0,0,0,550,0,,FALSE,0,FALSE
20057,Pacific Corporate Centre,19550-19543 36 & 34A Ave,,Surrey BC,Orion Construction,Paul Bangma,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Darren Cruickshanks,,Don Hauser,Brent Rowland,2400,0,,0,3000,,0,0,1800,8900,,2400,0,,0,3000,,0,0,1800,8900,,0,0,0,0,300,0,Trade Off $1800,FALSE,0,FALSE
20060,7061 Cypress Street,7061-7067 Cypress Street,,Vancouver BC,Think Home Realty Ltd.,Tony Chen,Think Home Realty Ltd.,Formwerks Architectural Inc.,Haneen Abdul Samad,,Dane Peterson,Todd McDonald,2000,800,,1500,15000,,0,2700,8400,8900,,2000,800,,1500,15000,,0,2700,8400,8900,,0,0,0,2000,300,0,,FALSE,0,FALSE
20061,Park Hill Strata Plan EPS 5206,20087 68th Avenue,,Langley BC,AWM Alliance Real Estate Group,Kyle Gloude,Leonis Management and Consultants Ltd.,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20062,Base 10 - Phase 2,46150 Thomas Road,,Chilliwack BC,Shelter Bay Partnership,Blair Neels,Shelter Bay Partnership,Barnett Dembek Architects Inc. (BDA),Lance Barnett,,Scott Stebbings,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20063,208 W 41st Avenue,208 W 41st Avenue,,Vancouver BC,1136746 B.C. Ltd.,Leon Bogner,1136746 B.C. Ltd.,Edge Consultants,Eoghan Hayes,,Dane Peterson,Todd McDonald,4500,0,,0,13500,,0,1800,4200,8900,,4500,0,,0,13500,,0,1800,4200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20064,Rockford Place 1,647 Goldstream Avenue,,Victoria BC,MJR Holdings Ltd.,Jeety Bhalla,MJR Holdings Ltd.,Waymark Architecture Inc.,Omar Enriquez Mendez,,Don Hauser,Dwayne Arnold,6800,0,,0,27000,,0,3600,7200,8900,,6800,0,,0,27000,,0,3600,7200,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
20065,UBC BCR9,5728 Gray Avenue,,Vancouver BC,UBC Properties Trust,Nathan Ma,UBC Properties Trust,ZGF Architects Inc.,Sophia Zhu,,Dane Peterson,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20066,Salishan (Alderson Gate),688-633 Lougheed Hwy/Alderson Ave,,Coquitlam BC,Ledingham McAllister,Jeremy Golden,Ledingham McAllister,DYS Architecture Inc.,Norm Chin,,Grant DeBoer,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20067,Onyx 81 Unit Townhouse Development - Lot A,19501 74 Avenue,,Surrey BC,Urban Coast Developments (0801757BC Ltd),Jas Bassi,Urban Coast Developments (0801757BC Ltd),Barnett Dembek Architects Inc.,Lance Barnett,,Scott Stebbings,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20068,Onyx 29 Unit Townhouse Development - Lot B,19483 74 Avenue,,Surrey BC,Urban Coast Developments (0801757BC Ltd),Jas Bassi,Urban Coast Developments (0801757BC Ltd),Barnett Dembek Architects Inc. (BDA),Lance Barnett,,Scott Stebbings,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20070,Meridian,503-511 Cottonwood Avenue,,Coquitlam BC,Townline Group of Companies,Louis Landolt,Townline Group of Companies,Chris Dikeakos Architects,Steven Wagner,,Mike Mountain,Todd McDonald,7500,0,,0,26000,,0,4500,6000,8900,,7500,0,,0,26000,,0,4500,6000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20072,Pladson Residence - Engery Modelling, Dee Dee Road,,Bowen Island BC,Kip Pladson,Kip Pladson,Kip Pladson,JWT Architecture and Planning,James W Tuer,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,Energy Modelling $2550,FALSE,0,FALSE
20073,Alert Bay,,,,Everyday Design,David L,Everyday Design,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20074,Leon Avenue Rental Housing,815 Leon Avenue,,Kelowna BC,Greyback Construction,Brian Menzies,815 Leon Develpments Ltd,M + M Architects,Jim Meiklejohn,,Brian MacLellan,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20076,Midtown Underhill Development,1945-1975 Underhill Street/Dilworth Dr.,1940,Kelowna BC,Summit Brooke Construction,Colleen Hayes,Summit Brooke Construction,Focus Architecture Inc.,Colin A. Hogan,,Brian MacLellan,Arden Knoll,12100,0,,0,44000,,0,7200,18000,8900,,12100,0,,0,44000,,0,7200,18000,8900,,0,0,0,0,400,0,$500 for roofing,FALSE,0,FALSE
20077,FMI Brands,19426-3570 36 Avenue - 194th Street,,Surrey BC,Orion Construction,Paul Bangma,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Darren Cruickshanks,,Scott Stebbings,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,"Trade off: $2,200 (Base Building)",FALSE,0,FALSE
20078,Mitsubishi Dealership,2348 Kenworth Road,,Nanaimo BC,Edge Consultants,Matthew Canavan,Island West Coast Evelopment Ltd.,Alan Lowe Architect Inc.,Alan Lowe,,Don Hauser,Dwayne Arnold,3600,0,,0,7200,,0,1200,2400,8900,,3600,0,,0,7200,,0,1200,2400,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20079,Vangogh Designs,19108 34A Avenue,,Surrey BC,A-Class Holdings LTD.,Jeet Dhindsa,A-Class Holdings LTD.,KCC Architecture & Design Ltd.,Bryan Rajamason,,Don Hauser,Brent Rowland,3000,0,,0,4200,,0,0,1500,8900,,3000,0,,0,4200,,0,0,1500,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20080,Evangel Housing Societies,949 Harvey Avenue,,Kelowna BC,M'akola Development Services,Kirby Delaney,Evangel Family Rental Housing Society,NOvation Architecture,Paul Shuster,,Marc Genereux,Arden Knoll,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20081,Boden,6812 Oak Street,,Vancouver BC,Listraor Group of Companies,Chris Rowland,Listraor (Willow) Homes Ltd.,RLA Architects Inc.,Jeff Clarke,,Dane Peterson,Todd McDonald,4800,0,,0,15000,,0,1800,4500,8900,,4800,0,,0,15000,,0,1800,4500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20082,Kyle Road Multi Tenant,2660 Kyle Road,,Kelowna BC,King Hoe Excavating Ltd.,Mike Salter,King Hoe Excavating Ltd.,Dforce Design (CRP: Chip Barrett Architect),Glen Froese,,Brian MacLellan,Arden Knoll,3000,0,,0,2400,,0,0,1200,8900,,3000,0,,0,2400,,0,0,1200,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20083,South Bridge Studios,7705 Griffiths Drive,,Burnaby BC,Prism Construction Ltd.,Alex Manzi,Prism Construction Ltd,CTA Design Group,Richard Casson,,Grant DeBoer,Todd McDonald,3600,0,,0,7200,,0,0,2700,8900,,3600,0,,0,7200,,0,0,2700,8900,,0,0,0,0,300,0,"Trade off: $3,600",FALSE,0,FALSE
20085,MTN Village - Phase 1,1701-1940 Centennial Way,,Squamish BC,Anthem Properties,Amit Chhabra,Anthem MTN Village Three Developments LP,Ekistics Architecture Inc.,Mark Blackwood,,Mike Mountain,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20086,Crofton (Old 7615-7633 208 St.),20763 76 Avenue,,Langley BC,Atrium 88 Homes Ltd.,Avtar Mann,Atrium 88 Homes Ltd.,Barnett Dembek Architects Inc. (BDA),Maciej Dembek,,Scott Stebbings,Brent Rowland,3400,0,,1500,16800,,0,2700,6000,8900,,3400,0,,1500,16800,,0,2700,6000,8900,,0,0,2200,2200,300,0,,FALSE,0,FALSE
20087,Zhong House,4350 W 2nd Avenue,,Vancouver BC,Natural Balance Premium Home Builders,Dillon Mckewan,Natural Balance Premium Home Builders,Evoke International Design Inc.,David Nicolay,,Dane Peterson,Todd McDonald,4000,0,,0,4500,,0,900,1500,8900,,4000,0,,0,4500,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20088,TRIO,715-717 Como Lake Avenue,,Coquitlam BC,Adera,Emma Cartwright,Adera,Integra Architecture Inc.,Dale Staples,,Grant DeBoer,Todd McDonald,3200,3200,,1500,15600,,0,1800,3600,8900,,3200,3200,,1500,15600,,0,1800,3600,8900,,0,0,0,0,300,1800,Courier $200,FALSE,0,FALSE
20089,Oak Meadows,16358 23A Avenue,,Surrey BC,1011 Ventures Inc.,Jessie Barit,1011 Ventures Inc.,Flat Architecture,Jaswinder Gabri,,Don Hauser,Brent Rowland,2800,0,,1500,9000,,0,900,2100,8900,,2800,0,,1500,9000,,0,900,2100,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
20090,TD Kingsway,3399 Kingsway,,Vancouver BC,Archstone Projects Ltd. (Madison),,Archstone Projects Ltd. (Madison),Iredale Architecture,Christine Wang,,Dane Peterson,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20091,"Met, The",2241-2251 McAllister Avenue,,Port Coquitlam BC,Quarry Rock Developments,Ingrid Libera,Quarry Rock Developments,Atelier Pacific Architecture Inc.,Gordon Yui,,Grant DeBoer,Todd McDonald,8200,0,,0,18000,,0,900,5400,8900,,8200,0,,0,18000,,0,900,5400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20092,Deca Business Centre,7927 River Road,,Delta BC,Beedie Construction Ltd.,Anand Budwal,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Ben Chouinard,,Don Hauser,Todd McDonald,2400,0,,0,2400,,0,0,1800,8900,,2400,0,,0,2400,,0,0,1800,8900,,0,0,0,0,300,0,"Painting and Caulking: $2,400",FALSE,0,FALSE
20093,Rivers Walk III-Channel (Formerly Riverswalk III),34 South Dyke Road,,New Westminster BC,Pennyfarthing Development Group,Geoffrey Hepworth,Pennyfarthing Development Group,Grimwood Architecture +,Thomas Grimwood,,Grant DeBoer,Todd McDonald,4800,0,,1500,10800,,0,900,3000,8900,,4800,0,,1500,10800,,0,900,3000,8900,,0,0,2200,2200,300,0,,FALSE,0,FALSE
20094,C59 (ENZO),522-530 West 59th Avenue,514,Vancouver BC,CMP Construction,Sammy Xu,CMP Construction,Yamamoto Architecture Inc.,Taizo Yamamoto,,Dane Peterson,Todd McDonald,6300,0,,0,10500,,0,900,3000,8900,,6300,0,,0,10500,,0,900,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20095,"Riley, The",181 East 32nd Avenue,,Vancouver BC,Strand Developments Ltd.,Brandon Mari,Strand Developments Ltd.,Yamamoto Architecture Inc.,Taizo Yamamoto,,Dane Peterson,Todd McDonald,8100,0,,0,15000,,0,2700,3600,8900,,8100,0,,0,15000,,0,2700,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20096,Cedar (AKA 1303 Kingsway),3780 Clark Drive,,Vancouver BC,Zenon,Goran Ostojic,Zenon,GBL Architects Inc.,Zora Katic,,Dane Peterson,Todd McDonald,5000,0,,0,13500,,0,1800,3600,8900,,5000,0,,0,13500,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20097,"Oakley, The - 46 Unit Townhomes",20680 76B Avenue,,Langley BC,0740156 BC Ltd.,Parminder Purewall,0740156 BC Ltd.,Focus Architecture Inc.,Nicole Van Vliet,,Scott Stebbings,Brent Rowland,2800,0,,1500,15000,,0,2700,8400,8900,,2800,0,,1500,15000,,0,2700,8400,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
20098,Autograph Ash North,5005-5007 Ash Street,4989,Vancouver BC,Pennyfarthing Development Group,Kevin Hussey,Pennyfarthing Development Group,Rositch Hemphill Architects,Sandra Bukowski,,Dane Peterson,Todd McDonald,7000,0,,1500,15000,,0,1800,4500,8900,,7000,0,,1500,15000,,0,1800,4500,8900,,0,0,1800,1800,300,0,,FALSE,0,FALSE
20099,746 Franklin Road (ATT),746 Franklin Road,,Gibsons BC,Longman Developments Ltd.,Pat Taylor,Longman Developments Ltd.,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20100,Sunshine Co-op,13225 104th Avenue,,Surrey BC,TL Housing Solutions Ltd.,Charlotte Au,TL Housing Solutions Ltd.,NSDA Architects,Ken Wong,,Don Hauser,Brent Rowland,6000,0,Liqi Zhu,0,13500,,0,6300,3600,8900,,6000,0,Liqi Zhu,0,13500,,0,6300,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
