CompanyName,Phone,Address,City,PostalCode,CompanyType,Comments
Listraor (Willow) Homes Ltd.,604-266-5751,3434 West 55th Avenue,Vancouver BC,V6N0A2,2,
Listraor (Willow) Homes Ltd.,604-266-5751,3434 West 55th Ave,Vancouver BC,V6N0A2,2,
Little Smokey Holdings Ltd.,,2170 206th Street,Langley BC,V2Z2A4,2,
Little Giant Architecture + Interiors,403-807-0435,,,,1,
Live Edge Okanagan Builders,,1350 St. Paul Street,Kelowna BC,V1Y2E1,2,
Living Word Fellowship,,2623 72 St,Abbotsford BC,,2,
Lakewood Park Development Ltd.,604-590-8444,,,,0,
Lawrence Leong,,,,,2,
Lliam Jones,604-681-3334,939 Fort Fraser Rise,Port Coquitlam BC,,2,
Blairmore Development Group,778-379-8252,409 Granville Street,Vancouver BC,V6C1T2,2,
LLW Holdings Ltd.,,6700 No. 3 Road,Richmond BC,V6Y2C3,2,
South Langley MB Church,,,,,2,
LM Bennett Street Homes LP,,,,,2,
LMDG Building Code Consultants,604-682-7146,780 Beatty Street,Vancouver BC,V6B2M1,2,
LM 1175 Pipeline Homes LP,604-662-3700,1285 West Pender Street,Vancouver BC,V6E4B1,2,
LMS 1739,,14189 Bear Creek Drive,Surrey BC,,0,
LMS 0076,,1560 Prince Street,Port Moody BC,,0,
LMS 08,,1850 Argue Street,Port Coquitlam BC,,2,
LMS 1039,,5750 174th Street,Surrey BC,,2,
LMS 1138,,9561 207th Street,Langley BC,V1M2P3,2,
LMS 1149,,1576 Merklin & 1575 Best Street,White Rock BC,,2,
Queens Park Place LMS 1229,,55 Blackberry Drive,New Westminster BC,,2,
LMS 1367,,1725 128th Street,White Rock BC,,2,
LMS 1367,,1725 128th Street,White Rock BC,,0,
LMS 1367,,1725 128th Street,White Rock BC,,0,
LMS 1436,,360 East 36th Avenue,Vancouver BC,,2,
LMS 1539,,5500 13A Avenue,Delta BC,,2,
LMS 1573,,15677 24th Avenue,Surrey BC,,2,
LMS 1797,,9143 Edward Street,Chilliwack BC,,2,
LMS 1866,,989 Nelson Street,Vancouver BC,,2,
LMS 1906,,45185 Wolfe Road,Chilliwack BC,,2,
LMS 1911,,12911 12931 Railway Avenue,Vancouver BC,,2,
LMS 1912,,20875 88th Avenue,Langley BC,,2,
LMS 2179,,199 Drake Street,Vancouver BC,,2,
LMS 2179,,4387 West 10th Avenue,Vancouver BC,,2,
LMS 2182,,157 East 4th Street,North Vancouver District BC,,2,
LMS 2385,,5260 Goldspring Place,Sardis BC,,2,
LMS 2456,,15130 29A Avenue,White Rock BC,,2,
LMS 2494,,20985 Camwood Avenue,Maple Ridge BC,,2,
LMS 2532,,5723 Balsam Street,Vancouver BC,,2,
LMS 2580,,"1455 Canterbury Drive, Agassiz",,,2,
LMS 2617,,8110 120A Street,Surrey BC,,2,
LMS 2628,,258 West 14th Street,North Vancouver District BC,,2,
LMS 2737,,7238 18th Avenue,Burnaby BC,,2,
LMS 2915,,13780 76th Avenue,Surrey BC,,2,
LMS 2959,,1280 55th Avenue,Delta BC,,2,
LMS 2999,,9913 Quarry Road,Chilliwack BC,,0,
LMS 3034,,20200 56th Avenue,Langley BC,,2,
LMS 3869,,,,,2,
LMS 4030,,2780 150th Street,Surrey BC,V4P1P1,2,
LMS 4039,,12128 68th Avenue,Surrey BC,,2,
LMS 404,,843 22nd Street,West Vancouver BC,,2,
LMS 4174,,5629 Dunbar,Vancouver BC,,2,
LMS 4175,,15500 15425 Rosemary Heights Crescent,Surrey BC,,2,
LMS 435,,76562 Yale Road,Chilliwack BC,,0,
LMS 4491,,656 to 658 East Georgia Street,Vancouver BC,,2,
LMS 4503,,4272 Albert Street,Burnaby BC,,2,
LMS 4510,,1540 West 2nd Avenue,Vancouver BC,,2,
LMS 4634,,,,,2,
LMS 563,,46000 First Avenue,Chilliwack BC,,2,
LMS 845,,5352 Vedder Road,Chilliwack BC,,2,
LMS 864,,1333 West 7th Avenue,Vancouver BC,,2,
LMS VR 191,,,,,2,
Liam Murray,604-897-8947,,,,2,
LMS 1164,,45222 Watson Road,Chilliwack BC,,2,
LMS 3758,,3038 East Kent Avenue South,Vancouver BC,,2,
Locarno Legacy Corporation,604-366-4111,1535 West Broadway,Vancouver BC,V5Y1P1,2,"Invoices to be sent to 4329 West 3rd Ave, Vancouver, V6R 1M6."
The Lodge on Willow Ltd.,604-763-2172,609 Stamps Landing,Vancouver BC,V5Z3Z1,2,
Logan Lane Co-Dev. Ltd.,,555 Great Northern Way,Vancouver BC,V5T 1E2,2,
Loha Properties,,7247 122A Street,Surrey BC,V3W3T2,2,
Lombard of Canada,604-622-4200,555 Burrard Street,Vancouver BC,V7X1M8,4,New address effective 07-30-07
London Pacific,,,,,2,
London Pacific,,,,,2,
London Park Projects Ltd.,,2868 W 44th Ave,Vancouver BC,V6N3K2,2,
London Landing Contracting Ltd.,604-241-4657,12235 No. 1 Road,Richmond BC,V7E1T6,2,
Longman Developments Ltd.,604-885-1334, P.O. Box 1708,Gibsons BC,V0N1V0,2,
Longo Development Corp./Ideal Welders Ltd.,604-525-5558,660 Caldew Street,Delta BC,V3M5S2,2,
London Pacific Property Agents,604-420-2600,3660 Charles Street,Vancouver BC,V5K5A9,2,
London Warehouse Ltd.,,13811 Gilbert Road,Richmond BC,V7E2H8,2,
Loon Properties Inc.,,611 Alexander Street,Vancouver BC,V6A 1E1,2,c/o Hotson B.B.H. Architects
Lo Studio Architecture,604-276-0114,3751 Jacombs Road,Richmond BC,V6V2R4,2,
Lo Studio Architecture Inc.,604-276-0114,3751 Jacombs Road,Richmond BC,V6V2R4,0,
Lo Studio Architecture,604-276-0114,3751 Jacombs Road,Richmond BC,V6V2R4,1,
Lowes Resort Marine Community Ltd,,4272 Albert Street,Burnaby BC,V5C2E8,0,
Loy Leyland Architect Inc.,604-736-1419,1864 West 1st Ave,Vancouver BC,V6J1G5,1,
LRG Construction Ltd.,604-291-2136,5655 Monarch Street,Burnaby BC,V5G2A2,2,
LS Lintel Structure,778-373-2180,701 West Georgia Street,Vancouver BC,V7Y1C6,2,
LT Wave Holdings Limited,,1166 Alberni Street,,,2,
Lubor Trubka Associates Architects,604-687-3722,1500 W Georgia,Vancouver BC,V6B2Z6,1,
Lucas Homes,604-723-5595,20750 48th Avenue,Langley BC,V3A3L6,2,
Lucida Development Ltd,236-878-2548,3231 No. 6 Road,Richmond BC,V6V1P6,2,
Lucina Enterprised Ltd.,604-987-1854,1050 West 14th Street,North Vancouver (City) BC,V7P3P3,2,
Lucky Realty Ltd.,604-273-0141,6200 No. 3 Road,Richmond BC,V6Y2B3,2,
Luge Holdings Ltd.,,7795 128 Street,Surrey BC,V3W4E6,0,
Luiz Leon and Associates Ltd.,604-535-7300,15272 Croydon Drive,Surrey BC,V3Z0Z5,0,
Lund Architecture Ltd.,604-985-6185,135E 15th Street,New Westminster BC,V7L2P7,1,
Lunde Architecture Ltd.,250-308-9050,3904 31 Street,Vernon BC,V1T5J6,1,
Lunde Architect Ltd.,250-503-3000,3904 31st Street,Vernon BC,V1T5J6,1,
Lunde Architect Ltd.,250-503-3000,3904 31st Street,Vernon BC,V1T5J6,1,
Lung Designs Group Ltd.,604-278-7482,2633 Viking Way,Richmond BC,V6V3B6,0,
Lung Design Group Ltd.,604-278-7482,2633 Viking Way,Richmond BC,V6V3B6,1,
Luteyn Architecture,604-701-6116,10765 Reeves Road,Chilliwack BC,V2P6H4,1,
Luxe Developments,403-802-5822,1109 17Avenue SW,Calgary BC,T2T5R9,2,
VC Group of Companies,604-614-7947,,Langley BC,V1M2M3,2,
Living Balance Investment Group,,52A Powell Street,Vancouver BC,V6A1E7,2,
LVP Architecture Inc,604-763-4859,6111 Skaha Crescent,Richmond BC,V7C2R3,2,
Lynn Valley United Church,,3205 Mountain Highway,North Vancouver District BC,,2,
M + M Architects,,,,,1,
M'akola Housing Society,250-590-0204,550 Goldstream Avenue,Victoria BC,V9B2W7,2,
m+ Architecture,,,,,1,
Macbeth Roofing & Waterproofing,778-374-0333,1375 West 6th Avenue,Vancouver BC,V6H0B1,2,
MacDonald Communities Limited,,,,,2,
Macdonald Communities Ltd.,604-331-6018,938 Howe Street,Vancouver BC,V6Z1N9,2,
MACE,415-781-9731,,,,2,
Mackenzie Properties Ltd.,604-599-6008,16055 Fraser Highway,Surrey BC,V3S2W9,2,Surrey and England offices
MacKenzie Properties Ltd.,604-599-6008,9304 Monkland Place,Surrey BC,V3V6M4,2,
MacLean Homes Ltd.,604-922-1622,2415 Marine Drive,West Vancouver BC,V7V1L3,2,postal code updated 11.14.07
MacLean Homes Solano Ltd.,604-922-1622,2415 Marine Drive,West Vancouver BC,V7V1C3,2,current: 11.30.05
"MacPherson, Bill",,1490 Venable Street,Vancouver BC,V5I 4X6,2,
Mackenzie Properties Ltd.,604-599-6008,16055 Fraser Hwy,Surrey BC,V3S2W9,2,
F MacRae Consulting Inc.,,,,,2,
MacLean Homes Redwood Lane Ltd,604-922-1622,2415 Marine Drive,West Vancouver BC,V7V1C3,2,
MacLean Homes Willow II Ltd,604-922-1622,2415 Marine Drive,West Vancouver BC,V7V1C3,0,
Madison Avenue Group,403-217-9970,150 9th Avenue SW,Calgary BC,T2P3H9,2,
Madison Pacific Properties Inc.,,,,,2,
Stacy Maeda,604-328-9789,,,,2,
Maeda Developments Ltd.,604-278-8380,8833 Odlin Crescent,Richmond BC,V6X3Z7,2,
Maggie Morrison,604-868-7933,1303 Walnut Street,Vancouver BC,,2,
Magnum Pacific Develpments Ltd.,604-551-1972,,,,2,
Magnum Pacific developments Ltd.,604-551-1972,,,,2,
Colliver Holdings c/o Magnum Project Management,250-752-3699,1532 Sunrise Drive,Parksville BC,V9P1X7,2,
Magnum Southgate Landings Ltd.,604-551-1972,10591 Palmberg Road,Richmond BC,V6W1C5,0,
Magusta Development Group Ltd.,604-276-8367,3751 Jacombs Road,Richmond BC,V6V2R4,2,
Mahmood Saii,,,,,2,
Mainland Engineering Corp.,604-543-8044,8363 128th Street,Surrey BC,V3W 4G1,1,
Mainland Development (Barnston) Ltd.,604-599-0506,12899 80 Ave,Surrey BC,V3W0E6,2,address on 80 Ave effective Aug 2015
Main Tane Services Ltd.,604-728-3991,376 Pleasant Lane,Port Moody BC,V3H3X2,0,
Mainstreet Town Homes Ltd.,604-801-7322,2010 1055 West Georgia Street,Vancouver BC,V6E3P3,2,
Maintenance Operations Program,604-574-6435,20583 Langley Bypass,Langley BC,V3A5E8,2,"Address on Langley Bypass Effective May 3, 2010"
Maiway Investments Inc. c/o GBS Construction Management Inc.,,8855 Laurel Street,Vancouver BC,V6P3X1,2,
Major Homes Ltd.,604-781-1404,,,,2,
Major Rush House Developments Ltd.,,,,,2,
Maka,778-387-3944,,,,2,
Make Projects,604-424-9908,789 W Pender Street,Vancouver BC,V6C1H2,2,
M'akola Development Services,250-590-0204,731 Station Avenue,Victoria BC,V9B5R5,2,
Malcolm McSporran,604-731-6302,2997 West 7th Avenue,Vancouver BC,,0,
Mamic Developments,250-477-1363,1719 Mamic Circle,Victoria BC,V8N6M9,0,
Manshield Construction,780-467-2601,130 Broadway Boulevard,Edmonton AB,T8H2A3,2,
Manjit Saini,604-596-5474,,,,2,
Manjit Hayer,,8128 128th Street,Surrey BC,V3W1R1,2,
Manor Lane Homes,,,,,0,
Mann Construction Group,604-596-9801,8381 128th Street,Surrey BC,V3W4G1,2,
Manor Homes,,,,,2,
Manorlane Homes,,,,,2,
Manpreet Berar,,,,,2,
Mansouri Enterprises Inc.,778-995-6838,1305 Welch Street,North Vancouver (City) BC,V7P1B3,2,
Maple Reinders Constructors Ltd.,,,,,2,
Maple Ridge Baptist Church,604-465-8622,22155 Lougheed Hwy,Maple Ridge BC,V2X5V3,2,
Maple Green Development Ltd.,,,,,2,c/o Ankenman associates Architects Inc.
Maple Ridge North Developments Ltd.,,1450 Creekside Dr,Vancouver BC,V6J5B3,2,
Maples Argo Architects Inc.,604-986-4240,814 West 15th Street,North Vancouver District BC,V7P1M6,1,
Maplewood Limited Partnership,604-669-2889,,,,2,
Maple Reinders Construction,,,,,2,
M A Professional Services Inc.,604-207-0787,13500 Maycrest Way,,,1,
Mara Lakeside Resort Inc.,,2900 Abbot Street,Kelowna BC,,0,
Mara + Natha Architecture Ltd.,604-420-2233,2414 St Johns St,Port Moody BC,V3H2B1,1,
Marathon Warranty/National Envelope,604-575-9155,,,,0,
Marlene & Lawrence Bintner,,,,,2,
Marcbois Architect,780-920-2171,11B St Vital Avenue,St. Albert AB,T8N1K4,1,
Marcon Developments Ltd.,604-530-5646,5645 199th Street,Langley BC,V3A1H9,2,
Mardina Construction Ltd.,604-513-0225,20222 96th Avenue,Langley BC,V1M3C3,0,
MA + HG Architects Inc.,778-379-9276,877 Hastings Street,Vancouver BC,V6A3Y1,1,
Marina Lok,604-264-9887,,,,1,
Mariner's Loft Developments Inc. c/o,,12321 Beecher St,Surrey BC,V4A3A7,2,07-20-07 C/o Ankenman Assoc Arch Inc
Marinelli Investments (Kootenay) Ltd.,604-294-5067,1311 Kootenay Street,Vancouver BC,V5K4Y3,0,
Marino Roshanaei,604-763-7047,4869 Capilano Rd,New Westminster BC,V7R4K4,2,"contract over, had to credit accnt"
Mario Rea,,1217 East 22nd Avenue,Vancouver BC,,2,
Marken Design + Consult,604-603-1332,225 West 8th Avenue,Vancouver BC,V5Y1N3,2,
Mark James Group,,1120 Hamilton Street,Vancouver BC,V6B2S2,2,
Marcon Lynn Valley Homes Ltd.,,,,,2,
Marque Thompson,604-825-4101,2433 Bellevue Avenue,West Vancouver BC,V7V1E1,2,
Marquee Group,403-617-4093,,,,2,
Marquee Group,604-506-2236,2857 Mara Drive,Coquitlam BC,V3C5L4,2,updated 10-17-07
Marquee Hotels c/o Holiday Inn Express,,10688 No. 6 Road,Richmond BC,V6W1E7,2,
Marquis Homes,,,,,2,
Martello Property Services Inc.,604-681-6544,808 Wet hastings Street,Vancouver BC,V6C2S4,2,
Martello Property Services Inc.,,808 West Hastings Street,Vancouver BC,V6C2X4,2,
Martini Construction,,,,,0,
Martini Construction,604-308-9912,5740 Production Way,Langley BC,V3A4N4,2,finally paid in April for SEPT onward - CAUTION
Marshall Tittimore Architects,403-515-3776,215 10th Avenue SW,Calgary AB,T2R0A4,1,
Martin Pro Builders,604-835-1341,,,,2,
Martin Pykalo Architects Inc.,604-346-6068,1113 Lenora Road,Bowen Island BC,V0N1G1,1,
Marwest Group of Companies,,,,,2,
Maryam and PJ Zargarzadeh,604-696-5000,1499 West Pender Street,Vancouver BC,V6G0A7,2,
MAS Custom Homes Inc.,604-649-0860,3115 Coast Meridian Road,Port Coquitlam BC,V3B3N2,2,
Maskeen Projects Inc.,604-502-9096,6321 King George Boulevard,Surrey BC,V3X1G1,0,"New address in effect September 19, 2016"
Mason Kent Design,604-644-7950,,West Vancouver BC,,1,
Mason Link Properties Ltd.,,6751 Graybar Road,Richmond BC,V6W1H3,2,
Massom Construction,604-537-6006,,,,2,
Master Stucco Ltd.,,1048 Uplands Drive,Anmore BC,V3H5G6,2,
Masteel America Corp.,,,,,2,
Matthew Cheng Architects Inc.,604-731-3012,670 Evans Avenue,Vancouver BC,V6A2K9,1,
Mathew T hansen Architect,604-983-3723,1572 Kilmer Road,New Westminster BC,V7K1R4,1,
Matrix Architecture & Planning Ltd.,604-688-0333,2695 Granville Street,Vancouver BC,V6H3H4,1,
Matsqui Development Co. Ltd.,,2031 McCallum Road,Abbotsford BC,V2S3N5,2,
Matthew Cheng Architect Inc.,604-731-3012,670 Evans Avenue,Vancouver BC,V6A2K9,1,
Matthew T Hansen Architect,,,Vancouver BC,,1,
Matti Saar,604-685-2253,,,,1,
Mauro & Mauro Inc,604-834-8144,4029 McGill Street,Burnaby BC,V5C1M6,2,
Mavic Properties Ltd.,,8371 Rosehill Drive,Richmond BC,V6Y1A6,2,
Max Pro Construction Ltd.,,3771 Jacombs Road,Richmond BC,,2,
Max World Enterprises Ltd,604-667-8999,4711 Westminster Hwy,Richmond BC,V7C1B7,2,
MaxX Status Inc.,604-856-1566,3347 262 Street,Aldergrove BC,V4W3V9,2,
Mayfair Properties,604-681-0868,111 Robson Street,Vancouver BC,V6B2A8,2,
Maynan Design Ltd.,604-859-2048,3504 Mt. Blanchard Place,Abbotsford BC,V2S6T5,1,
Mazi Hashemi,604-726-2414,,,,2,
MB 628 Venture Ltd.,,8833 Odlin Crescent,Richmond BC,V6X3Z7,2,
Marion Bomford,,,,,2,
M Builds,,2770 3rd Avenue NE,Calgary AB,T2A2L5,2,
McAlister Hallam Barristers,604-681-4057,1125 Howe Street,Vancouver BC,V6Z2K8,3,
McCallum Developments Ltd.,,,,,2,
McCallum Junction Properties Inc.,,,,,2,
McCardia Consulting Ltd.,780-910-2831,,,,2,
McConnell Developments Ph 1 Ltd.,250-744-1072,495 Dupplin Rd,Victoria BC,V8Z1B8,2,
McCulloch & Associates Designers Ltd.,604-738-8834,2697 S.W. Marine Drive,Vancouver BC,V6P 6C4,1,
McDonalds Restaurants of Canada,604-293-4829,4400 Still Creek Drive,Burnaby BC,V5C6C6,2,
McDonald and Ross Construction Ltd.,,190 Short Road,Abbotsford BC,V2S8A7,0,
McElhanney Engineering Ltd.,604-683-8521,858 Beatty Street,Vancouver BC,V6B1C1,2,
McGinn Engineering Ltd.,604-473-9866,402 West Pender Street,Vancouver BC,V6B1T6,2,
MCMP –,,1066 West Hastings Street,Vancouver BC,V6E3X1,1,
McPherson Construction Ltd.,,3980 West 32nd Avenue,Vancouver BC,V6S1Z3,2,
M.C.T Holdings Corp,,6550 Napier Street,Burnaby BC,,2,
McVicar Court LP,604-327-8760,450 SW Marine Drive,Vancouver BC,V5X0C3,0,
MDG Development Corporation,250-342-6845, P.O. Box 190,Invermere BC,V0A0K0,2,PO BOX 190 address effective 07-03-09
Modern Developments Ltd.,,,,,0,
MDM Construction Co. Ltd.,604-533-4354,6285 205th Street,Langley BC,V3A4P7,2,
MDM Holdings Ltd.,,12291 Horseshoe Way,Richmond BC,V7A4V4,2,
MDZ Developments c/o John Newman,,34609 Delair Road,Abbotsford BC,V2S2E7,0,
Meadows Development Ltd.,,9104 Mackie Drive,,V1B1G9,2,
Medican Group of Companies,403-526-3477,1870A 6th Avenue SW,,T1A7X5,2,
Medican c/o Destination Management,,,South Winfield BC,V4V1Z7,2,
Meiklejohn Architects Inc.,250-492-3143,233 Bernard Avenue,Kelowna BC,V1Y6N2,1,"Penticton office #201 - 75 Front Street, Penticton"
Meiklejohn Architects Inc.,250-762-3004,262 Main St,Penticton BC,V2A5B2,1,
Mellard Homes,,,,,2,
Mennonite Benevolent Society,,1520 McCallum Road,Abbotsford BC,V2S 8A3,2,
Mercer KE Block Limited Partnership,604-291-9000,3875 Henning Drive,Burnaby BC,V5C6N5,2,
Mercury Contracting,,,,,2,
Meridian Development,306-384-0431,450 2nd Avenue North,Saskatoon SK,S7K2C3,2,
Merrick Architecture,604-683-4131,839 Cambie Street,Vancouver BC,V6B2P4,1,
Gerry Metheral,,,,,2,
Metlakatla Development Corporation,604-885-4390,4720 Sunshine Coast Highway,Sechelt BC,V0N3A2,2,
Triple M Modular Ltd.,778-839-4436,1825 Tower Road,Agassiz BC,V0M1A2,2,
Metric Architecture,604-785-4315,671B Market Hill,Vancouver BC,V5Z4B5,1,
The Metro Vancouver Housing Corporaton,,,,,2,
MetroCan Construction Ltd.,604-583-1174,10470 152 Street,Surrey BC,V3R0Y3,2,
Metro Vancouver,,,,,2,
Metro Vancouver,,,,,2,
Metro Vancouver Housing Corporation,604-432-6326,4330 Kingsway,Burnaby BC,V5H4G8,2,
Metrovan Custom Homes Inc.,604-270-8855,22091 Fraserwood Way,Richmond BC,V6W0A8,2,
MFL Development Ltd.,778-938-3318,PO 18040 Kerrisdale,Vancouver BC,V6M4L3,2,
MGBA Mallen Gowing Berzins Architecture,604-484-8285,7 East 6th Avenue,Vancouver BC,V5T1J3,1,
MGBA - Mallen Gowing Berzins Architecture,604-484-8285,300 7 East 6th Avenue,Vancouver BC,V5T1J3,0,
Mallen Gowing Berzins Architecture,604-484-8285,7 East 6th Avenue,Vancouver BC,V5T1J3,1,
MGC Construction,,1632 Dickson Avenue,Kelowna BC,V1Y7T2,2,
MGC Projects Ltd.,604-808-3930,,,,2,
Multicultural Helping House Society Building Committee,604-879-3277,4802 Fraser Street,Vancouver BC,V5V4H4,2,
MHPM Project Managers Inc.,604-714-0988,2609 Granville Street,Vancouver BC,V6H3H3,0,Project Managers Airport Executive Park
MHPM Project Managers Inc.,604-714-0988,2609 Granville Street,Vancouver BC,V6H3H3,0,Project Managers Airport Executive Park
Mica Properties,,,,,2,
Michael D. Barley Architect,604-276-0114,4458 West 15th Avenue,Vancouver BC,V6R3B2,1,
Michael Le Dressay Lawyer,604-530-2191,20570 56th Avenue,Langley BC,V3A3Z1,0,
Midtown Church,604-220-4141,6060 Culloden St,Vancouver BC,V5W3S4,2,
Mid Valley Investments Ltd.,,,,,2,
Midwest Ventures Ltd.,250-763-6789,1060 Manhattan Drive,Kelowna BC,V1Y9X9,2,
Mierau Contractors Ltd.,604-850-3536,30444 Great Northern Avenue,Abbotsford BC,V2T6Y6,2,
Mike Budd,250-769-0540,553 Zdralek Cove,Westbank BC,V1Z3Y8,2,
Mike Forester,,,,,0,
Michael Harris,604-725-2500,,,,2,
1073289 BC Ltd.,,8128 128th Street,Surrey BC,V3W1R1,2,
Mike Kaburda C/O Dag Design and Company,604-538-2981,3879 154th Street,White Rock BC,V3S0V5,2,
Millennium Carrall Properties Ltd.,604-688-2300,788 Richards Street,Vancouver BC,V6B3A4,2,
Milliken Developments,,2489 Bellevue Avenue,North Vancouver (City) BC,V7V1E1,2,
Mile Square Inc.,,8380 Lansdowne Road,Richmond BC,V6X1B9,2,
Milestone Development,604-362-7186,11760 Voyageur Way,Richmond BC,V6X3G9,2,
Millennial Developments Corp,587-877-3777,5212 48 Street,Calgary AB,,2,
Mill Home 'Strata Plan VR 561',604-984-3337,1221-1247 Mill Street,Vancouver BC,V7K1V3,2,
Nick Milkovich Architects Inc.,604-737-6061,375 West 5th Avenue,Vancouver BC,V5Y1J6,0,
Milori Homes,604-719-3416,998 Harbourside Drive,North Vancouver District BC,V7P3S1,2,
Minglian Holdings Ltd.,604-620-3598,8066 Westminster Hwy,Richmond BC,V6X1A6,2,
Minh Nao c/o MS Beyond Windows Ltd.,403-769-0967,3639 27th Street N.E.,Calgary AB,T1Y5E4,2,
Minimal Glass & Door,,,,,2,
Minten + Stewart Archtects,604-583-2003,10190 152A Street,Surrey BC,V3R1J7,1,updated 06-20-06
Miracon,604-613-0533,,,,2,
Mirage Fine Homes / Mamic Development Ltd.,250-477-1363,1026 Fort Street,Victoria BC,V8V3K4,0,
The Mission Group,250-448-8810,1632 Dickson Avenue,Kelowna BC,V1Y7T2,2,
Misra Architect Ltd.,250-477-2934,5366 Alderley Road,Victoria BC,V8Y1X8,1,New address as of April 1/16
Capt. Bushan Misri C/o Formwerks Architectural Inc.,,1625 West 8th Avenue,Vancouver BC,V6J1N5,2,
Mission Group Properties Ltd.,250-448-8810,1631 Dickson Avenue,Kelowna BC,V1Y0B5,2,
Mission Ventures Inc.,250-764-8570,660 Lequime Road,Kelowna BC,V1W1A4,2,
Mission Creek Landing Ltd.,,1788 W. Broadway,Vancouver BC,,2,Send Invoices to Kevin S.
Mission Ventures Inc.,250-860-8570,797 Leon Avenue,Kelowna BC,V1Y6J7,0,
Mitchell Homes JV,,1145 Inlet Street,Coquitlam BC,V3B6E8,2,
Mitchell Group,,17650 66A Avenue,Surrey BC,V3S4S4,2,
Miza Architects,604-800-6147,2425 Quebec Street,Vancouver BC,V5T4L6,1,
Mizan Developments Ltd.,,1602 West 1st Avenue,Vancouver BC,,2,
M J Coady Architect Inc.,250-493-3996,370 Lower Bench Road,Penticton BC,V2A8V4,1,
MJR Holdings Ltd.,,,,,2,
MJS Design,604-264-9887,3788 West 34th Avenue,Vancouver BC,V6N2L1,2,
MKA Canada Inc.,519-722-6311,1350 Burrard Street,Vancouver BC,V6Z0C2,2,
MKS Resources,,546 Bernard Avenue,Kelowna BC,V1Y6P1,2,
MKT Development Group Inc.,604-669-9400,736 Granville Street,Vancouver BC,V6Z1G3,2,
MLC Investments c/o W.T. Leung Architects,604-736-9711,973 West Broadway,Vancouver BC,V5Z1K3,0,
MLC Investments Ltd.,604-263-6116,1648 West 49th Avenue,Vancouver BC,V6M2R9,0,
V,604-908-9116,828 Harbourside Drive, BC,V7P0A3,0,
Millenium Group,,605 Robson Street,Vancouver BC,V6B5J3,2,
MMT Developments (Joint Ventures),,63 Airport Road,Edmonton AB,T5G0W6,2,
Momentum Design Build,250-755-2027,2345 Delinea Place,Nanaimo BC,V9T5L9,2,
Momentum Design Build,250-755-2027,2345 Delinea Pl B,Nanaimo BC,V9T5L9,0,
Mountainview Terrace,,,,,2,
Mountainview Terrace,,4925 Elliot Street,Delta BC,,2,
Mobius Architecture Inc.,604-885-4390,4720 Sunshine Coast Highway,Sechelt BC,V7Z0E6,1,
Modella Tisdall Holdings Ltd.,,650 West Georgia St,Vancouver BC,V6B4N7,2,
Moe Samieian,,925 West 8th Avenue,Vancouver BC,V5Z1EH,2,c/o Ciaran Deery
Mr. Mohinder Gosal (0625536 BC Ltd.),,5685 126 Street,Surrey BC,V3X3H5,2,C/O: Maciej Dembek
Mojo Home Design Inc.,,,,,2,
Molibu Construction Inc.,604-720-0003,5528 198A Street,Surrey BC,V3S6X1,2,
Momcilo Zukanovic - Imbrex Holdings,250-360-0326,434 Heather Street,Victoria BC,,1,
Monaco Estates,778-889-2560,1037 252 Street,Aldergrove BC,V4W2S8,2,
Monarc Hospitality Corp.,250-878-2999,14600 Middle Beach Road,,V4V2C3,0,
Monark Investments Ltd.,604-501-6940,7455 132nd Street,Surrey BC,V3W1J8,0,
Monica Baille Architect Ltd.,604-228-1243,2025 Bayswater Street,Vancouver BC,V6K4A9,1,
MONDEVO,604-800-2858,5511 WEST BOULEVARD,Vancouver BC,V6M3W6,2,
Monterra Builders Ltd.,250-338-2414, P.O. Box 3734,Courtenay BC,V9N7P1,2,
Monterra Homes Ltd,604-299-3443,4695 East Hastings Street,Burnaby BC,V5C 2K6,2,c/o Boffo Construction Group
2626 Montrose Holdings Ltd.,,,,,2,
Monument Enterprises,,,,,2,
Moody Park Homes Ltd.,604-649-9793,4925 Elliot Street,Delta BC,,0,
Moody Park Homes Ltd.,,12778 105A Avenue,Surrey BC,V3V0A6,2,
Morrison Bridge Limited Partnership,,2185 Kingsway,Vancouver BC,V5N2T4,2,
Morgan Heights Care Ltd. c/o Peak Construction Management Ltd.,604-531-6998,2430 King George Hwy,Surrey BC,V4P1H5,2,
WM Moroz Architects Ltd.,,,,,0,
Mortise Construction Ltd.,778-926-0093,9450 120th Street,Surrey BC,V3V4B9,2,
Mortise Group Of Companies,,9450 120th Street,Surrey BC,V3V4B9,2,
Mortise Group Of Companies,778-926-0093,9450 120th Street,Surrey BC,V3V4B9,2,
Mosaic,604-685-3888,2609 Granville Street,Vancouver BC,V6H3H3,2,moved - effective Jun05
Mosaic Homes,604-685-3888,2609 Granville St,Vancouver BC,V6H3H3,2,
Mosquito Creek Development,,252 Esplanade West,North Vancouver (City) BC,V7M1A1,2,
Mount Lehman Road Properties Limited Partnership,236-521-3238,550 Burrard Street,Vancouver BC,V6C2B5,2,
Mountain Elements Construction Services,250-423-8799,,,,2,
Mountain Country Property Management Ltd.,604-932-0677,1010 Alpha Lake Road,Whistler BC,V8E0S6,2,
Mount Whistler Lodge Corp.,,2576 Snowridge Cresecent,Whistler BC,V0N1B2,2,
Mount Pleasant Lions Manor,,325 East 6th Avenue,Vancouver BC,V5T1J9,2,
